Artist_Name,Channel_Name,Song_Name,Video_Description,YouTube_Link,
WannaOne,CJENMMUSIC Official,Beautiful,Official Music Video (Movie Version),https://www.youtube.com/watch?v=o4_tHTmniw4,
WannaOne,CJENMMUSIC Official,Beautiful,Official Music Video (Performance Version),https://www.youtube.com/watch?v=xXWyJEo6VgA,
WannaOne,Stone Music Entertainment,Boomerang,Official Music Video,https://www.youtube.com/watch?v=pmMjkMtpnTc,
WannaOne,CJENMMUSIC Official,Burn It Up,Dance Practice,https://www.youtube.com/watch?v=hqeEcAfHggI,
WannaOne,CJENMMUSIC Official,Burn It Up,Official Music Video (Extended Version),https://www.youtube.com/watch?v=XwGqz8BhHho,
WannaOne,CJENMMUSIC Official,Energetic,Dance Practice,https://www.youtube.com/watch?v=UeekjXMmv38,
WannaOne,CJENMMUSIC Official,Energetic,Official Music Video,https://www.youtube.com/watch?v=EVaV7AwqBWg,
WannaOne,CJENMMUSIC Official,Energetic,Official Music Video (Performance Version),https://www.youtube.com/watch?v=awtuTjNmYkI,
Weki Meki,Weki Meki,I Don't Like Your Girlfriend,Official Music Video,https://www.youtube.com/watch?v=bAsyhiaHzJQ,
Winner,WINNER,Color Ring,Official Music Video,https://www.youtube.com/watch?v=vQIfXg7UukI,
Winner,WINNER,empty,Official Music Video,https://www.youtube.com/watch?v=gEqlF5N8UMs,
Winner,WINNER,Everyday,Official Music Video,https://www.youtube.com/watch?v=d1D1SJ-KqaQ,
Winner,WINNER,Fool,Official Music Video,https://www.youtube.com/watch?v=GsebMOWQiYM,
Winner,WINNER,I'm Young,Official Music Video,https://www.youtube.com/watch?v=P79G22cJe74,
Winner,WINNER,Island,Official Music Video,https://www.youtube.com/watch?v=kRj4toENrnA,
Winner,WINNER,Love Me Love Me,Official Music Video,https://www.youtube.com/watch?v=ppOWR7ZLl7Q,
Winner,WINNER,Really Really,Dance Practice,https://www.youtube.com/watch?v=R006vItSMKk,
Winner,WINNER,Really Really,Official Music Video,https://www.youtube.com/watch?v=4tBnF46ybZk,
Winner,WINNER,Sentimental,Official Music Video,https://www.youtube.com/watch?v=OV9NJGTLm-4,
Wonder Girls,wondergirls,Why So Lonely,Dance Practice,https://www.youtube.com/watch?v=Ne7MMoHCZeY,
Ze:A,ZEA2011,The Day We Broke Up,Dance Practice,https://www.youtube.com/watch?v=51WQ2aPHUhA,
ZE:A,ZEA2011,Watch Out,Animal (High Version),https://www.youtube.com/watch?v=PwSL-xFYkSE,
유진 & 승연 (CLC),United CUBE (CUBE Entertainment Official YouTube Channel),Ponytail,Official MV (Dance version),https://www.youtube.com/watch?v=sYxHiKa91ik,
